#,,distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
120,119,0.798658,60,28,2.61007,1,0.693147,3.162278,2.639057,29.96,0
121,120,0.894879,59,28,2.617396,2,0.693147,3.162278,2.484907,29.97,0
122,121,0.652291,59,28,2.617396,3,0.693147,4.123106,2.302585,29.96,0
123,122,0.409704,59,28,2.617396,4,1.098612,4.123106,2.302585,29.97,685
124,123,0.167116,59,28,2.617396,3,0.693147,5.291503,2.079442,29.98,16170
125,124,0.075472,59,28,2.617396,1,0.693147,6.082763,3.091042,29.94,28148
126,125,0.318059,59,28,2.617396,2,0.693147,5.744563,3.044522,29.92,13455
127,126,0.560647,59,28,2.617396,1,0.693147,4.472136,2.70805,29.95,198
128,127,0.803235,59,28,2.617396,2,0.693147,4.690416,2.484907,29.99,0
129,128,0.897297,62,24,2.360854,4,0.693147,5,2.397895,30,0
130,129,0.654054,62,24,2.360854,4,0.693147,5.291503,2.079442,29.99,0
131,130,0.410811,62,24,2.360854,4,0.693147,5.477226,1.386294,30.03,332
132,131,0.167568,62,24,2.360854,4,0.693147,6.082763,2.397895,30.07,5866
133,132,0.075676,62,24,2.360854,2,0.693147,6.928203,2.397895,30.04,22094
134,133,0.318919,62,24,2.360854,0,0.693147,6.78233,2.890372,30.01,13893
135,134,0.562162,62,24,2.360854,0,0.693147,5.477226,2.302585,30,154
136,135,0.805405,62,24,2.360854,0,0.693147,5.291503,1.94591,30.01,0
137,136,0.90095,60,26,2.186051,1,0.693147,4.690416,1.94591,30.01,0
138,137,0.656716,60,26,2.186051,1,0.693147,3.741657,1.386294,29.99,0
139,138,0.412483,60,26,2.186051,1,0.693147,4.123106,1.386294,30.02,4342
140,139,0.16825,60,26,2.186051,1,0.693147,6.63325,2.397895,30.05,24175
141,140,0.075984,60,26,2.186051,0,0.693147,7.141428,2.772589,30.02,29378
142,141,0.320217,60,26,2.186051,0,0.693147,7,2.772589,29.98,13686
143,142,0.56445,60,26,2.186051,1,0.693147,5.91608,2.197225,29.96,112
144,143,0.808684,60,26,2.186051,0,0.693147,5.744563,1.94591,29.98,0
145,144,0.902041,63,21,2.116256,1,0.693147,4.690416,1.386294,29.99,0
146,145,0.657143,63,21,2.116256,1,0.693147,4.472136,1.791759,29.98,0
147,146,0.412245,63,21,2.116256,1,0.693147,4.472136,1.386294,29.99,4232
148,147,0.167347,63,21,2.116256,1,0.693147,6.082763,2.302585,30,22783
149,148,0.077551,63,21,2.116256,3,0.693147,6.244998,2.302585,29.98,24479
150,149,0.322449,63,21,2.116256,4,0.693147,6.082763,2.397895,29.97,1628
151,150,0.567347,63,21,2.116256,4,0.693147,4.358899,2.484907,29.98,0
152,151,0.812245,63,21,2.116256,3,0.693147,4.358899,1.94591,29.99,0
153,152,0.904502,65,28,2.424803,4,0.693147,3.605551,2.197225,30.01,0
154,153,0.658936,65,28,2.424803,4,0.693147,3.162278,2.197225,30.01,0
155,154,0.41337,65,28,2.424803,4,0.693147,4,1.94591,30.03,650
156,155,0.167804,65,28,2.424803,4,0.693147,5.477226,2.302585,30.05,9141
157,156,0.077763,65,28,2.424803,2,0.693147,6.082763,2.484907,30.03,25527
158,157,0.323329,65,28,2.424803,3,0.693147,5,2.772589,30.01,12847
159,158,0.568895,65,28,2.424803,4,0.693147,3.605551,2.70805,30,122
160,159,0.814461,65,28,2.424803,3,0.693147,3.605551,2.772589,30,0
161,160,0.906849,63,27,2.734368,3,0.693147,3.605551,2.197225,29.97,0
162,161,0.660274,63,27,2.734368,3,0.693147,4.358899,2.639057,29.96,0
163,162,0.413699,63,27,2.734368,4,0.693147,4,2.197225,29.98,997
164,163,0.167123,63,27,2.734368,2,0.693147,5.477226,2.397895,29.99,12786
165,164,0.079452,63,27,2.734368,2,0.693147,5.91608,3.044522,29.97,28277
166,165,0.326027,63,27,2.734368,2,0.693147,5.477226,3.218876,29.96,12816
167,166,0.572603,63,27,2.734368,1,0.693147,4.690416,2.833213,29.94,81
168,167,0.819178,63,27,2.734368,1,0.693147,4,2.484907,29.96,0
169,168,0.909341,66,29,2.116256,1,0.693147,3.605551,1.386294,29.96,0
170,169,0.662088,66,29,2.116256,0,0.693147,3.741657,1.386294,29.95,0
171,170,0.414835,66,29,2.116256,1,0.693147,4.358899,1.386294,30,4026
172,171,0.167582,66,29,2.116256,1,0.693147,5.477226,1.791759,30.02,23081
173,172,0.07967,66,29,2.116256,1,0.693147,8.124038,2.833213,29.99,27284
174,173,0.326923,66,29,2.116256,0,0.693147,7.211103,2.890372,29.96,12287
175,174,0.574176,66,29,2.116256,1,0.693147,5.477226,2.833213,29.95,79
176,175,0.821429,66,29,2.116256,0,0.693147,4.690416,2.197225,29.97,0
177,176,0.913103,69,29,2.272126,0,0.693147,4.358899,1.94591,29.97,0
178,177,0.664828,69,29,2.272126,0,0.693147,5,1.386294,29.96,0
179,178,0.416552,69,29,2.272126,1,1.098612,4,1.386294,29.98,3974
180,179,0.168276,69,29,2.272126,0,1.098612,5.196152,1.791759,29.99,23119
181,180,0.08,69,29,2.272126,0,0.693147,5.830952,1.94591,29.94,26858
182,181,0.328276,69,29,2.272126,0,0.693147,7.937254,3.091042,29.9,12109
183,182,0.576552,69,29,2.272126,0,0.693147,6.63325,2.944439,29.91,65
184,183,0.824828,69,29,2.272126,0,0.693147,5,2.484907,29.94,0
185,184,0.914246,66,29,2.406945,0,0.693147,4,1.386294,29.94,0
186,185,0.665284,66,29,2.406945,0,0.693147,3.162278,1.791759,29.92,0
187,186,0.416321,66,29,2.406945,1,1.098612,3.162278,1.791759,29.94,3749
188,187,0.167358,66,29,2.406945,1,0.693147,5.830952,1.386294,29.95,22695
189,188,0.081604,66,29,2.406945,1,0.693147,7,2.639057,29.92,27114
190,189,0.330567,66,29,2.406945,1,0.693147,7.141428,2.833213,29.89,12017
191,190,0.57953,66,29,2.406945,1,0.693147,6.63325,2.833213,29.89,59
192,191,0.828492,66,29,2.406945,0,0.693147,6.164414,2.484907,29.92,0
193,192,0.918056,67,29,2.332144,0,0.693147,5.744563,1.386294,29.91,0
194,193,0.668056,67,29,2.332144,0,0.693147,4.472136,1.94591,29.9,0
195,194,0.418056,67,29,2.332144,2,0.693147,5.477226,1.386294,29.93,3894
196,195,0.168056,67,29,2.332144,2,0.693147,6.082763,2.079442,29.95,23066
197,196,0.081944,67,29,2.332144,2,0.693147,7.28011,2.772589,29.91,27072
198,197,0.331944,67,29,2.332144,2,0.693147,6.557439,3.091042,29.88,11864
199,198,0.581944,67,29,2.332144,1,0.693147,5.477226,2.484907,29.89,51
200,199,0.831944,67,29,2.332144,0,0.693147,4.358899,2.197225,29.91,0
201,200,0.919332,66,29,2.459589,0,0.693147,4.358899,1.94591,29.91,0
202,201,0.668985,66,29,2.459589,0,1.098612,3.605551,2.079442,29.9,0
203,202,0.418637,66,29,2.459589,2,1.098612,4,1.94591,29.93,3661
204,203,0.168289,66,29,2.459589,1,0.693147,5.656854,1.94591,29.95,22534
205,204,0.082058,66,29,2.459589,1,0.693147,7.071068,2.639057,29.91,26744
206,205,0.332406,66,29,2.459589,1,0.693147,5.656854,2.944439,29.9,11627
207,206,0.582754,66,29,2.459589,1,0.693147,3.162278,2.772589,29.92,43
208,207,0.833102,66,29,2.459589,1,0.693147,3.162278,2.397895,29.94,0
209,208,0.921788,66,29,2.312535,1,0.693147,3.162278,2.397895,29.95,0
210,209,0.670391,66,29,2.312535,1,0.693147,2.645751,1.386294,29.93,0
211,210,0.418994,66,29,2.312535,1,0.693147,2.645751,1.94591,29.95,3615
212,211,0.167598,66,29,2.312535,0,0.693147,5.196152,1.386294,29.95,22037
213,212,0.083799,66,29,2.312535,1,0.693147,6.63325,1.94591,29.9,26026
214,213,0.335196,66,29,2.312535,1,0.693147,6.403124,3.044522,29.85,1728
215,214,0.586592,66,29,2.312535,0,0.693147,5.196152,2.772589,29.89,0
216,215,0.837989,66,29,2.312535,1,0.693147,4.358899,1.791759,29.92,0
217,216,0.925666,61,30,2.587764,1,0.693147,3.162278,2.639057,29.92,0
218,217,0.673212,61,30,2.587764,1,0.693147,2.645751,2.197225,29.91,0
219,218,0.420757,61,30,2.587764,1,0.693147,2.645751,2.197225,29.94,2406
220,219,0.168303,61,30,2.587764,1,0.693147,5.91608,2.302585,29.94,22113
221,220,0.084151,61,30,2.587764,1,0.693147,6.082763,3.044522,29.9,26823
222,221,0.336606,61,30,2.587764,1,0.693147,5.477226,3.091042,29.89,10798
223,222,0.58906,61,30,2.587764,1,0.693147,3.605551,2.484907,29.93,0
224,223,0.841515,61,30,2.587764,2,0.693147,3.162278,2.484907,29.96,0
225,224,0.92827,62,28,2.24071,4,0.693147,3.162278,2.197225,29.97,0
226,225,0.675105,62,28,2.24071,4,0.693147,3.605551,1.94591,29.96,0
227,226,0.421941,62,28,2.24071,4,0.693147,3.605551,1.94591,29.96,373
228,227,0.168776,62,28,2.24071,3,0.693147,5,1.791759,29.98,13921
229,228,0.084388,62,28,2.24071,2,0.693147,6.082763,2.772589,29.94,26393
230,229,0.337553,62,28,2.24071,2,0.693147,5.656854,2.772589,29.95,11093
231,230,0.590717,62,28,2.24071,2,0.693147,5,2.484907,29.96,47
232,231,0.843882,62,28,2.24071,0,0.693147,4.358899,2.197225,29.97,0
233,232,0.930791,65,29,2.066863,0,0.693147,4.358899,1.791759,29.98,0
234,233,0.676554,65,29,2.066863,1,0.693147,3.605551,1.791759,29.99,0
235,234,0.422316,65,29,2.066863,2,0.693147,4.123106,1.386294,30.04,3110
236,235,0.168079,65,29,2.066863,2,0.693147,5.477226,1.386294,30.05,21023
237,236,0.086158,65,29,2.066863,2,0.693147,7.071068,2.302585,30.01,25702
238,237,0.340395,65,29,2.066863,2,0.693147,6.855655,2.944439,29.97,10972
239,238,0.594633,65,29,2.066863,1,0.693147,5.656854,2.772589,29.99,0
240,239,0.84887,65,29,2.066863,1,0.693147,5.744563,1.386294,30.01,0
241,240,0.933428,66,29,2.174752,1,0.693147,5.744563,1.386294,30,0
242,241,0.67847,66,29,2.174752,1,0.693147,4.690416,1.791759,29.99,0
243,242,0.423513,66,29,2.174752,2,0.693147,5,1.386294,29.98,3715
244,243,0.168555,66,29,2.174752,3,0.693147,5.385165,1.386294,29.98,18312
245,244,0.086402,66,29,2.174752,3,0.693147,7.071068,3.135494,29.95,19583
246,245,0.34136,66,29,2.174752,3,0.693147,6.403124,2.833213,29.92,6135
247,246,0.596317,66,29,2.174752,3,0.693147,4.358899,2.197225,29.96,178
248,247,0.851275,66,29,2.174752,3,0.693147,4,2.302585,29.95,0
249,248,0.937411,67,27,2.351375,3,0.693147,4,2.397895,29.94,0
250,249,0.681366,67,27,2.351375,4,0.693147,3.605551,1.94591,29.92,0
251,250,0.42532,67,27,2.351375,4,0.693147,4.358899,1.386294,29.96,53
252,251,0.169275,67,27,2.351375,3,0.693147,5.196152,1.94591,29.98,7496
253,252,0.086771,67,27,2.351375,3,0.693147,6.164414,2.890372,29.97,19260
254,253,0.342817,67,27,2.351375,3,0.693147,4.898979,2.302585,29.92,4961
255,254,0.598862,67,27,2.351375,3,0.693147,3.605551,2.639057,29.91,0
256,255,0.854908,67,27,2.351375,2,0.693147,3.162278,2.833213,29.92,0
257,256,0.940086,65,19,2.251292,4,0.693147,3.162278,2.079442,29.91,0
258,257,0.68331,65,19,2.251292,3,0.693147,3.605551,2.197225,29.86,0
259,258,0.426534,65,19,2.251292,3,0.693147,4,1.791759,29.87,1093
260,259,0.169757,65,19,2.251292,3,0.693147,5.196152,1.386294,29.87,11844
261,260,0.087019,65,19,2.251292,3,0.693147,6.082763,1.386294,29.83,11357
262,261,0.343795,65,19,2.251292,4,0.693147,5.91608,2.302585,29.77,3375
263,262,0.600571,65,19,2.251292,4,0.693147,5.477226,2.70805,29.76,0
264,263,0.857347,65,19,2.251292,4,2.197225,3.162278,2.639057,29.75,0
265,264,0.941345,64,26,2.734368,4,1.098612,2.645751,2.772589,29.73,0
266,265,0.683834,64,26,2.734368,4,1.609438,3.162278,2.890372,29.75,0
267,266,0.426323,64,26,2.734368,4,1.386294,3.162278,2.197225,29.79,1653
268,267,0.168813,64,26,2.734368,3,0.693147,4.358899,2.639057,29.84,5957
269,268,0.088698,64,26,2.734368,2,0.693147,5.830952,2.833213,29.86,21177
270,269,0.346209,64,26,2.734368,2,0.693147,5.477226,2.772589,29.88,9729
271,270,0.60372,64,26,2.734368,1,0.693147,4.358899,2.70805,29.91,0
272,271,0.86123,64,26,2.734368,2,0.693147,4,2.944439,29.95,0
273,272,0.944046,65,28,2.493205,1,0.693147,4.358899,2.772589,29.96,0
274,273,0.685796,65,28,2.493205,1,0.693147,4,2.397895,29.96,0
275,274,0.427547,65,28,2.493205,2,0.693147,4.358899,2.197225,29.99,2198
276,275,0.169297,65,28,2.493205,3,0.693147,6.557439,2.079442,30.01,20493
277,276,0.088953,65,28,2.493205,3,0.693147,6.708204,2.772589,30,18931
278,277,0.347202,65,28,2.493205,3,0.693147,6.244998,2.484907,29.99,11566
279,278,0.605452,65,28,2.493205,1,0.693147,4.358899,2.772589,30.01,0
280,279,0.863702,65,28,2.493205,2,0.693147,3.605551,2.70805,30.03,0
281,280,0.948127,66,28,2.442347,4,0.693147,2.645751,2.079442,30.04,0
282,281,0.688761,66,28,2.442347,4,0.693147,3.162278,1.386294,30.05,0
283,282,0.429395,66,28,2.442347,4,1.098612,4,1.791759,30.07,532
284,283,0.170029,66,28,2.442347,1,1.098612,5.196152,1.791759,30.1,22044
285,284,0.089337,66,28,2.442347,0,0.693147,6.403124,1.386294,30.05,27732
286,285,0.348703,66,28,2.442347,1,0.693147,5.477226,3.135494,30.05,11398
287,286,0.608069,66,28,2.442347,1,0.693147,2.645751,3.135494,30.07,0
288,287,0.867435,66,28,2.442347,3,0.693147,2.645751,3.091042,30.1,0
289,288,0.949422,65,28,2.415914,2,0.693147,2.645751,2.70805,30.12,0
290,289,0.689306,65,28,2.415914,1,0.693147,2,2.079442,30.12,0
291,290,0.429191,65,28,2.415914,3,0.693147,2,1.386294,30.16,0
292,291,0.169075,65,28,2.415914,2,1.609438,4.358899,1.386294,30.17,15458
293,292,0.09104,65,28,2.415914,0,1.098612,5.385165,1.386294,30.11,27357
294,293,0.351156,65,28,2.415914,0,0.693147,6.708204,3.135494,30.07,10975
295,294,0.611272,65,28,2.415914,0,0.693147,5.196152,2.833213,30.06,0
296,295,0.871387,65,28,2.415914,0,0.693147,4.358899,2.484907,30.05,0
297,296,0.953556,66,27,2.61007,0,0.693147,4,2.079442,30.03,0
298,297,0.692308,66,27,2.61007,1,0.693147,4.123106,1.386294,30.01,0
299,298,0.43106,66,27,2.61007,0,1.098612,3.162278,1.386294,30.02,3816
300,299,0.169811,66,27,2.61007,0,1.098612,4.898979,1.386294,30.01,23843
301,300,0.091437,66,27,2.61007,0,0.693147,6.708204,3.218876,29.95,27645
302,301,0.352685,66,27,2.61007,1,0.693147,6.244998,3.258097,29.92,11063
303,302,0.613933,66,27,2.61007,0,0.693147,5.291503,2.302585,29.9,0
304,303,0.875181,66,27,2.61007,0,0.693147,4.690416,3.178054,29.91,0
305,304,0.956332,62,27,2.747271,0,0.693147,4.123106,2.772589,29.91,0
306,305,0.694323,62,27,2.747271,0,0.693147,4.472136,2.639057,29.92,0
307,306,0.432314,62,27,2.747271,1,0.693147,5,2.302585,29.96,3837
308,307,0.170306,62,27,2.747271,0,0.693147,7.28011,1.791759,30,24973
309,308,0.091703,62,27,2.747271,0,0.693147,8,2.833213,29.97,28183
310,309,0.353712,62,27,2.747271,0,0.693147,7.071068,3.295837,29.94,10894
311,310,0.615721,62,27,2.747271,0,0.693147,5.744563,3.044522,29.95,0
312,311,0.877729,62,27,2.747271,0,0.693147,5.744563,2.484907,29.97,0
313,312,0.959124,57,29,2.923162,0,0.693147,5.567764,2.833213,29.98,0
314,313,0.69635,57,29,2.923162,0,0.693147,5.567764,2.484907,29.98,0
315,314,0.433577,57,29,2.923162,1,0.693147,6.403124,2.639057,29.99,3755
316,315,0.170803,57,29,2.923162,1,0.693147,7.615773,2.890372,30,25334
317,316,0.091971,57,29,2.923162,1,0.693147,7.348469,3.295837,29.94,29016
318,317,0.354745,57,29,2.923162,2,0.693147,7.348469,3.401197,29.91,10179
319,318,0.617518,57,29,2.923162,0,0.693147,6,2.944439,29.92,0
320,319,0.880292,57,29,2.923162,0,0.693147,7.348469,2.639057,29.93,0
321,320,0.961877,61,31,2.747271,0,0.693147,8.246211,2.70805,29.92,0
322,321,0.697947,61,31,2.747271,0,0.693147,8,2.70805,29.93,0
323,322,0.434018,61,31,2.747271,0,0.693147,8.124038,2.397895,29.97,0
324,323,0.170088,61,31,2.747271,0,0.693147,8.124038,3.044522,29.98,0
325,324,0.093842,61,31,2.747271,1,0.693147,8.485281,3.044522,29.96,0
326,325,0.357771,61,31,2.747271,0,0.693147,8.062258,3.091042,29.95,0
327,326,0.621701,61,31,2.747271,0,0.693147,7.615773,2.397895,30,0
328,327,0.88563,61,31,2.747271,0,0.693147,8.660254,2.302585,30.04,0
329,328,0.964706,63,32,2.667228,0,0.693147,7.81025,2.772589,30.09,0
330,329,0.7,63,32,2.667228,0,0.693147,7.681146,2.639057,30.1,0
331,330,0.435294,63,32,2.667228,0,0.693147,8.124038,2.302585,30.15,0
332,331,0.170588,63,32,2.667228,0,0.693147,8.42615,3.044522,30.17,0
333,332,0.094118,63,32,2.667228,0,0.693147,8.660254,2.70805,30.15,0
334,333,0.358824,63,32,2.667228,0,0.693147,8.42615,2.890372,30.13,10727
335,334,0.623529,63,32,2.667228,0,0.693147,7.348469,2.484907,30.16,0
336,335,0.888235,63,32,2.667228,1,0.693147,8.544004,2.079442,30.19,0
337,336,0.968981,64,28,2.00148,1,0.693147,8.774964,1.386294,30.21,0
338,337,0.703102,64,28,2.00148,0,0.693147,7.141428,1.791759,30.22,0
339,338,0.437223,64,28,2.00148,0,0.693147,7.141428,1.386294,30.26,3687
340,339,0.171344,64,28,2.00148,0,0.693147,8.774964,1.386294,30.27,23961
341,340,0.094535,64,28,2.00148,0,0.693147,8.774964,1.791759,30.22,27438
342,341,0.360414,64,28,2.00148,0,0.693147,8.774964,2.944439,30.19,10116
343,342,0.626292,64,28,2.00148,0,0.693147,8.602325,2.639057,30.2,0
344,343,0.892171,64,28,2.00148,0,0.693147,6.164414,2.079442,30.2,0
345,344,0.971852,65,29,1.774952,0,0.693147,5,1.386294,30.18,0
346,345,0.705185,65,29,1.774952,0,0.693147,6.244998,1.386294,30.16,0
347,346,0.438519,65,29,1.774952,0,0.693147,5,1.386294,30.18,3473
348,347,0.171852,65,29,1.774952,0,0.693147,6.082763,1.791759,30.18,22832
349,348,0.094815,65,29,1.774952,0,0.693147,8,1.386294,30.1,26285
350,349,0.361481,65,29,1.774952,1,0.693147,8.306624,2.70805,30.05,9756
351,350,0.628148,65,29,1.774952,0,0.693147,7.745967,2.70805,30.03,0
352,351,0.894815,65,29,1.774952,0,0.693147,5.291503,2.302585,30.04,0
353,352,0.974702,68,29,2.00148,0,0.693147,5,2.079442,30.04,0
354,353,0.706845,68,29,2.00148,0,0.693147,5.830952,1.386294,30.04,0
355,354,0.438988,68,29,2.00148,0,0.693147,4.472136,1.386294,30.06,3359
356,355,0.171131,68,29,2.00148,0,0.693147,5.91608,1.94591,30.08,7478
357,356,0.096726,68,29,2.00148,1,0.693147,7.745967,1.386294,30.03,21210
358,357,0.364583,68,29,2.00148,1,0.693147,8.124038,2.944439,30,9209
359,358,0.63244,68,29,2.00148,1,0.693147,6.480741,2.484907,30.01,0
360,359,0.900298,68,29,2.00148,0,0.693147,5.477226,2.079442,30.03,0
361,360,0.977612,69,29,1.629241,0,0.693147,5.744563,1.386294,30.03,0
362,361,0.708955,69,29,1.629241,0,0.693147,6,1.386294,30.03,0
363,362,0.440299,69,29,1.629241,1,0.693147,5.291503,1.386294,30.06,3225
364,363,0.171642,69,29,1.629241,0,0.693147,5.477226,1.386294,30.08,21798
365,364,0.097015,69,29,1.629241,0,0.693147,6.78233,1.386294,30.03,15159
366,365,0.365672,69,29,1.629241,0,0.693147,8.717798,2.772589,30,9169
367,366,0.634328,69,29,1.629241,0,0.693147,8.485281,2.70805,30.01,0
368,367,0.902985,69,29,1.629241,0,0.693147,7.615773,1.386294,30.03,0
369,368,0.980539,70,31,1.686399,0,0.693147,6.928203,1.386294,30.03,0
370,369,0.711078,70,31,1.686399,1,0.693147,5.567764,1.386294,30.03,0
371,370,0.441617,70,31,1.686399,2,0.693147,4.358899,1.386294,30.05,2718
372,371,0.172156,70,31,1.686399,3,0.693147,5.830952,1.386294,30.06,20460
373,372,0.097305,70,31,1.686399,1,0.693147,6.244998,1.791759,30,24427
374,373,0.366766,70,31,1.686399,1,0.693147,8.717798,2.484907,29.96,8399
375,374,0.636228,70,31,1.686399,0,0.693147,8.062258,2.302585,29.97,0
376,375,0.905689,70,31,1.686399,0,0.693147,7.211103,1.386294,29.99,0
377,376,0.984962,59,29,2.424803,1,0.693147,6.164414,2.397895,29.99,0
378,377,0.714286,59,29,2.424803,2,0.693147,5,1.791759,30,0
379,378,0.443609,59,29,2.424803,2,0.693147,3.162278,2.397895,30.02,542
380,379,0.172932,59,29,2.424803,2,0.693147,5.656854,1.94591,30.07,13884
381,380,0.097744,59,29,2.424803,2,0.693147,6.403124,2.639057,30.02,25929
382,381,0.368421,59,29,2.424803,2,0.693147,5.477226,2.890372,30.01,9282
383,382,0.639098,59,29,2.424803,2,0.693147,4.123106,2.484907,30.03,0
384,383,0.909774,59,29,2.424803,2,0.693147,4.123106,2.197225,30.06,0
385,384,0.986446,56,27,2.525729,3,0.693147,4.123106,1.386294,30.05,0
386,385,0.715361,56,27,2.525729,4,0.693147,4.123106,2.079442,30.05,0
387,386,0.444277,56,27,2.525729,4,0.693147,4.123106,1.386294,30.08,385
388,387,0.173193,56,27,2.525729,2,0.693147,5.291503,2.197225,30.1,17121
389,388,0.097892,56,27,2.525729,2,0.693147,5.291503,3.091042,30.05,25347
390,389,0.368976,56,27,2.525729,3,0.693147,4.123106,2.944439,30.05,7136
391,390,0.64006,56,27,2.525729,4,0.693147,3.741657,2.772589,30.08,0
392,391,0.911145,56,27,2.525729,4,0.693147,4.123106,2.397895,30.1,0
393,392,0.987915,58,27,2.66026,3,0.693147,4.123106,2.70805,30.12,0
394,393,0.716012,58,27,2.66026,4,0.693147,4.472136,2.70805,30.13,0
395,394,0.444109,58,27,2.66026,3,0.693147,4.472136,2.302585,30.17,1142
396,395,0.172205,58,27,2.66026,1,0.693147,5.744563,2.484907,30.2,21070
397,396,0.099698,58,27,2.66026,2,0.693147,6.480741,2.833213,30.17,25392
398,397,0.371601,58,27,2.66026,2,0.693147,5.477226,2.890372,30.16,8283
399,398,0.643505,58,27,2.66026,2,0.693147,4.472136,2.772589,30.17,0
400,399,0.915408,58,27,2.66026,1,0.693147,3.162278,2.197225,30.18,0
401,400,0.992413,64,28,1.609438,0,0.693147,3.741657,1.386294,30.17,0
402,401,0.719272,64,28,1.609438,0,0.693147,3.741657,1.386294,30.17,0
403,402,0.446131,64,28,1.609438,3,0.693147,3.741657,1.386294,30.19,2581
404,403,0.172989,64,28,1.609438,1,0.693147,5,1.386294,30.2,21774
405,404,0.100152,64,28,1.609438,1,0.693147,7.348469,1.386294,30.13,25064
406,405,0.373293,64,28,1.609438,1,0.693147,7.348469,2.70805,30.08,8524
407,406,0.646434,64,28,1.609438,0,0.693147,7.416198,2.639057,30.07,0
408,407,0.919575,64,28,1.609438,0,0.693147,5.91608,1.386294,30.08,0
409,408,0.995434,68,19,1.308333,0,0.693147,6.164414,1.386294,30.08,0
410,409,0.721461,68,19,1.308333,0,0.693147,5.744563,1.386294,30.07,0
411,410,0.447489,68,19,1.308333,0,0.693147,8.124038,2.197225,30.08,2921
412,411,0.173516,68,19,1.308333,0,0.693147,8.774964,2.079442,30.09,21804
413,412,0.100457,68,19,1.308333,0,0.693147,8.774964,1.386294,30.04,25219
414,413,0.374429,68,19,1.308333,0,0.693147,8.774964,1.386294,30.02,8453
415,414,0.648402,68,19,1.308333,0,0.693147,8.485281,1.386294,30.03,0
416,415,0.922374,68,19,1.308333,0,0.693147,6.557439,1.386294,30.05,0
417,416,0.998473,69,31,1.667707,0,0.693147,6.480741,1.386294,30.05,0
418,417,0.723664,69,31,1.667707,0,0.693147,6.164414,1.386294,30.02,0
419,418,0.448855,69,31,1.667707,0,0.693147,5.91608,1.791759,30.04,2603
420,419,0.174046,69,31,1.667707,0,0.693147,6.082763,1.791759,30.06,20869
421,420,0.100763,69,31,1.667707,0,0.693147,6,1.386294,30,24209
422,421,0.375573,69,31,1.667707,0,0.693147,8.602325,2.484907,29.97,5542
423,422,0.650382,69,31,1.667707,0,0.693147,8.660254,2.484907,29.98,0
424,423,0.925191,69,31,1.667707,0,0.693147,7.549834,1.386294,30,0
425,424,1.001531,68,29,1.774952,0,0.693147,5.744563,1.791759,30.01,0
426,425,0.725881,68,29,1.774952,0,0.693147,7,1.386294,30,0
427,426,0.45023,68,29,1.774952,2,0.693147,5,1.386294,30.02,2461
428,427,0.174579,68,29,1.774952,1,0.693147,5.477226,1.791759,30.05,10461
429,428,0.101072,68,29,1.774952,1,0.693147,6.855655,1.386294,30,0
430,429,0.376723,68,29,1.774952,1,0.693147,8.185353,2.079442,29.96,7934
431,430,0.652374,68,29,1.774952,0,0.693147,7.549834,2.639057,29.99,0
432,431,0.928025,68,29,1.774952,0,0.693147,6.480741,1.386294,30.02,0
433,432,1.006154,68,29,1.722767,0,0.693147,6.63325,1.386294,30.03,0
434,433,0.729231,68,29,1.722767,0,0.693147,6.164414,1.386294,30.02,0
435,434,0.452308,68,29,1.722767,0,1.386294,4.472136,1.386294,30.05,2497
436,435,0.175385,68,29,1.722767,0,0.693147,5.656854,2.079442,30.06,20597
437,436,0.101538,68,29,1.722767,0,0.693147,6.244998,1.386294,30.01,23672
438,437,0.378462,68,29,1.722767,0,0.693147,8.485281,1.94591,29.98,7775
439,438,0.655385,68,29,1.722767,0,0.693147,7.141428,1.94591,29.99,0
440,439,0.932308,68,29,1.722767,0,0.693147,6.928203,2.079442,30.02,0
441,440,1.009259,60,29,2.509599,0,1.098612,4.123106,2.484907,30.04,0
442,441,0.731481,60,29,2.509599,1,1.386294,2.645751,2.302585,30.05,0
443,442,0.453704,60,29,2.509599,1,1.098612,2,1.94591,30.08,1384
444,443,0.175926,60,29,2.509599,1,0.693147,5.477226,1.386294,30.1,20680
445,444,0.101852,60,29,2.509599,1,0.693147,6.403124,2.70805,30.05,24472
446,445,0.37963,60,29,2.509599,1,1.098612,4.690416,2.772589,30.03,7800
447,446,0.657407,60,29,2.509599,1,1.791759,2.645751,2.890372,30.08,0
448,447,0.935185,60,29,2.509599,1,1.386294,2.645751,2.772589,30.13,0
449,448,1.013953,55,29,2.302585,1,1.098612,2.645751,2.197225,30.16,0
450,449,0.734884,55,29,2.302585,3,1.609438,2.645751,1.386294,30.15,0
451,450,0.455814,55,29,2.302585,4,2.079442,3.162278,1.94591,30.19,221
452,451,0.176744,55,29,2.302585,4,2.197225,3.605551,1.386294,30.2,13923
453,452,0.102326,55,29,2.302585,3,1.609438,4.690416,2.890372,30.17,15242
454,453,0.381395,55,29,2.302585,3,0.693147,4.690416,2.772589,30.14,3727
455,454,0.660465,55,29,2.302585,3,0.693147,2.645751,2.772589,30.16,0
456,455,0.939535,55,29,2.302585,2,0.693147,3.162278,2.70805,30.18,0
457,456,1.015552,58,29,2.433613,2,0.693147,2,2.70805,30.18,0
458,457,0.735614,58,29,2.433613,1,0.693147,2,2.302585,30.19,0
459,458,0.455677,58,29,2.433613,3,0.693147,2,1.791759,30.22,113
