#,"",distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated,power_generated_log,wind_direction_rad,wind_direction_sin,wind_direction_cos
1,0,0.859897,69,28,2.140066,0,0.693147,5.000000,2.197225,29.82,0,0.000000,0.488692,0.469472,0.882948
2,1,0.628535,69,28,2.140066,0,0.693147,4.795832,1.791759,29.85,0,0.000000,0.488692,0.469472,0.882948
3,2,0.397172,69,28,2.140066,0,0.693147,5.477226,1.386294,29.89,5418,8.597667,0.488692,0.469472,0.882948
4,3,0.165810,69,28,2.140066,0,0.693147,8.185353,1.386294,29.91,25477,10.145571,0.488692,0.469472,0.882948
5,4,0.065553,69,28,2.140066,0,0.693147,8.774964,1.386294,29.89,30069,10.311283,0.488692,0.469472,0.882948
6,5,0.296915,69,28,2.140066,0,0.693147,8.774964,3.178054,29.85,16280,9.697754,0.488692,0.469472,0.882948
7,6,0.528278,69,28,2.140066,0,0.693147,8.000000,2.772589,29.83,515,6.246107,0.488692,0.469472,0.882948
8,7,0.759640,69,28,2.140066,0,0.693147,7.141428,1.945910,29.86,0,0.000000,0.488692,0.469472,0.882948
9,8,0.862113,72,29,2.054124,0,0.693147,5.744563,1.945910,29.86,0,0.000000,0.506145,0.484810,0.874620
10,9,0.630155,72,29,2.054124,0,0.693147,7.141428,1.386294,29.87,0,0.000000,0.506145,0.484810,0.874620
11,10,0.398196,72,29,2.054124,0,0.693147,6.782330,1.386294,29.90,4939,8.505121,0.506145,0.48481,0.87462
12,11,0.166237,72,29,2.054124,0,0.693147,6.000000,1.386294,29.92,24335,10.099712,0.506145,0.48481,0.87462
13,12,0.065722,72,29,2.054124,0,0.693147,8.774964,2.302585,29.88,29025,10.275947,0.506145,0.48481,0.87462
14,13,0.297680,72,29,2.054124,0,0.693147,8.366600,2.944439,29.84,15408,9.642707,0.506145,0.48481,0.87462
15,14,0.529639,72,29,2.054124,0,0.693147,5.916080,2.484907,29.84,491,6.198479,0.506145,0.48481,0.87462
16,15,0.761598,72,29,2.054124,0,0.693147,5.000000,1.791759,29.85,0,0.000000,0.506145,0.48481,0.87462
17,16,0.865459,73,29,2.186051,0,0.693147,5.291503,1.945910,29.84,0,0.000000,0.506145,0.48481,0.87462
18,17,0.632600,73,29,2.186051,0,0.693147,4.690416,1.945910,29.86,0,0.000000,0.506145,0.48481,0.87462
19,18,0.399741,73,29,2.186051,0,0.693147,6.082763,1.386294,29.88,4854,8.487764,0.506145,0.48481,0.87462
20,19,0.166882,73,29,2.186051,0,0.693147,5.567764,1.386294,29.88,23855,10.079791,0.506145,0.48481,0.87462
21,20,0.065977,73,29,2.186051,0,0.693147,8.185353,2.397895,29.84,28339,10.252030,0.506145,0.48481,0.874620
22,21,0.298836,73,29,2.186051,0,0.693147,8.544004,3.044522,29.81,15308,9.636196,0.506145,0.48481,0.874620
23,22,0.531695,73,29,2.186051,0,0.693147,6.855655,2.708050,29.81,455,6.122493,0.506145,0.48481,0.874620
24,23,0.764554,73,29,2.186051,0,0.693147,5.477226,1.945910,29.85,0,0.000000,0.506145,0.48481,0.874620
25,24,0.867704,76,30,2.066863,0,0.693147,5.196152,1.386294,29.83,0,0.000000,0.523599,0.50000,0.866025
26,25,0.634241,76,30,2.066863,0,0.693147,4.690416,1.945910,29.82,0,0.000000,0.523599,0.50000,0.866025
27,26,0.400778,76,30,2.066863,0,0.693147,5.477226,1.386294,29.84,4750,8.466110,0.523599,0.50000,0.866025
28,27,0.167315,76,30,2.066863,0,0.693147,6.000000,1.386294,29.85,23555,10.067136,0.523599,0.50000,0.866025
29,28,0.066148,76,30,2.066863,0,0.693147,6.164414,1.945910,29.79,27741,10.230703,0.523599,0.50000,0.866025
30,29,0.299611,76,30,2.066863,0,0.693147,8.366600,2.772589,29.75,14917,9.610324,0.523599,0.50000,0.866025
31,30,0.533074,76,30,2.066863,0,0.693147,8.544004,2.890372,29.74,429,6.063785,0.523599,0.50000,0.866025
32,31,0.766537,76,30,2.066863,0,0.693147,8.185353,1.791759,29.77,0,0.000000,0.523599,0.50000,0.866025
33,32,0.869792,77,29,2.251292,0,0.693147,6.855655,1.386294,29.77,0,0.000000,0.506145,0.48481,0.874620
34,33,0.635417,77,29,2.251292,0,0.693147,5.477226,2.079442,29.76,0,0.000000,0.506145,0.48481,0.874620
35,34,0.401042,77,29,2.251292,0,0.693147,6.244998,1.386294,29.80,4804,8.477412,0.506145,0.48481,0.874620
36,35,0.166667,77,29,2.251292,0,0.693147,6.000000,1.386294,29.82,23551,10.066966,0.506145,0.48481,0.874620
37,36,0.067708,77,29,2.251292,0,0.693147,7.141428,1.791759,29.78,27963,10.238673,0.506145,0.48481,0.874620
38,37,0.302083,77,29,2.251292,0,0.693147,8.774964,3.135494,29.75,14980,9.614538,0.506145,0.48481,0.874620
39,38,0.536458,77,29,2.251292,0,0.693147,7.000000,2.772589,29.76,423,6.049733,0.506145,0.48481,0.874620
40,39,0.770833,77,29,2.251292,0,0.693147,7.937254,2.197225,29.79,0,0.000000,0.506145,0.48481,0.874620
41,40,0.870926,75,30,2.261763,1,0.693147,6.557439,1.945910,29.78,0,0.000000,0.523599,0.50000,0.866025
42,41,0.636245,75,30,2.261763,1,0.693147,5.196152,1.386294,29.78,0,0.000000,0.523599,0.50000,0.866025
43,42,0.401565,75,30,2.261763,1,0.693147,6.928203,1.386294,29.81,4562,8.425736,0.523599,0.50000,0.866025
44,43,0.166884,75,30,2.261763,1,0.693147,5.830952,1.386294,29.82,22761,10.032848,0.523599,0.50000,0.866025
45,44,0.067797,75,30,2.261763,0,0.693147,8.426150,2.833213,29.79,28193,10.246864,0.523599,0.50000,0.866025
46,45,0.302477,75,30,2.261763,0,0.693147,7.810250,2.944439,29.75,14835,9.604812,0.523599,0.50000,0.866025
47,46,0.537158,75,30,2.261763,0,0.693147,6.557439,2.708050,29.74,375,5.929589,0.523599,0.50000,0.866025
48,47,0.771838,75,30,2.261763,0,0.693147,5.916080,2.197225,29.76,0,0.000000,0.523599,0.50000,0.866025
49,48,0.873037,62,29,2.766319,1,0.693147,4.358899,2.197225,29.76,0,0.000000,0.506145,0.48481,0.874620
50,49,0.637435,62,29,2.766319,1,0.693147,3.605551,2.079442,29.74,0,0.000000,0.506145,0.48481,0.874620
51,50,0.401832,62,29,2.766319,1,0.693147,4.000000,2.197225,29.76,2963,7.994295,0.506145,0.484810,0.874620
52,51,0.166230,62,29,2.766319,1,0.693147,5.656854,2.708050,29.77,24553,10.108630,0.506145,0.484810,0.874620
53,52,0.069372,62,29,2.766319,1,0.693147,6.244998,3.135494,29.73,29986,10.308519,0.506145,0.484810,0.874620
54,53,0.304974,62,29,2.766319,1,0.693147,5.477226,3.258097,29.71,15403,9.642382,0.506145,0.484810,0.874620
55,54,0.540576,62,29,2.766319,1,0.693147,3.605551,3.135494,29.73,379,5.940171,0.506145,0.484810,0.874620
56,55,0.776178,62,29,2.766319,1,0.693147,3.162278,2.639057,29.75,0,0.000000,0.506145,0.484810,0.874620
57,56,0.875328,64,31,1.916923,3,0.693147,3.162278,2.079442,29.76,0,0.000000,0.541052,0.515038,0.857167
58,57,0.639108,64,31,1.916923,4,0.693147,3.605551,1.791759,29.75,0,0.000000,0.541052,0.515038,0.857167
59,58,0.402887,64,31,1.916923,4,1.098612,3.605551,1.386294,29.77,249,5.521461,0.541052,0.515038,0.857167
60,59,0.166667,64,31,1.916923,1,1.098612,5.196152,1.791759,29.78,9910,9.201401,0.541052,0.515038,0.857167
61,60,0.069554,64,31,1.916923,1,0.693147,6.403124,2.397895,29.75,28515,10.258221,0.541052,0.515038,0.857167
62,61,0.305774,64,31,1.916923,1,0.693147,6.244998,2.708050,29.70,17490,9.769442,0.541052,0.515038,0.857167
63,62,0.541995,64,31,1.916923,1,0.693147,5.196152,1.945910,29.72,773,6.651572,0.541052,0.515038,0.857167
64,63,0.778215,64,31,1.916923,1,0.693147,3.605551,1.945910,29.75,0,0.000000,0.541052,0.515038,0.857167
65,64,0.878788,63,21,2.442347,3,0.693147,4.000000,2.079442,29.76,0,0.000000,0.366519,0.358368,0.933580
66,65,0.641634,63,21,2.442347,3,0.693147,4.690416,2.079442,29.75,0,0.000000,0.366519,0.358368,0.933580
67,66,0.404480,63,21,2.442347,4,0.693147,4.358899,2.197225,29.78,65,4.189655,0.366519,0.358368,0.933580
68,67,0.167325,63,21,2.442347,4,0.693147,5.196152,1.791759,29.80,5219,8.560253,0.366519,0.358368,0.933580
69,68,0.069829,63,21,2.442347,1,0.693147,6.082763,2.772589,29.76,10789,9.286375,0.366519,0.358368,0.933580
70,69,0.306983,63,21,2.442347,1,0.693147,5.656854,3.044522,29.74,5208,8.558143,0.366519,0.358368,0.933580
71,70,0.544137,63,21,2.442347,1,0.693147,4.690416,2.079442,29.74,60,4.110874,0.366519,0.358368,0.933580
72,71,0.781291,63,21,2.442347,3,0.693147,4.358899,2.639057,29.76,0,0.000000,0.366519,0.358368,0.933580
73,72,0.880952,64,28,2.370244,3,0.693147,4.358899,2.079442,29.76,0,0.000000,0.488692,0.469472,0.882948
74,73,0.642857,64,28,2.370244,4,0.693147,4.358899,2.079442,29.77,0,0.000000,0.488692,0.469472,0.882948
75,74,0.404762,64,28,2.370244,4,0.693147,4.690416,2.079442,29.80,1346,7.205635,0.488692,0.469472,0.882948
76,75,0.166667,64,28,2.370244,3,0.693147,5.656854,1.386294,29.84,18380,9.819073,0.488692,0.469472,0.882948
77,76,0.071429,64,28,2.370244,1,0.693147,6.403124,2.833213,29.81,28891,10.271320,0.488692,0.469472,0.882948
78,77,0.309524,64,28,2.370244,1,0.693147,6.082763,2.944439,29.80,14687,9.594786,0.488692,0.469472,0.882948
79,78,0.547619,64,28,2.370244,1,0.693147,4.358899,2.772589,29.82,345,5.846439,0.488692,0.469472,0.882948
80,79,0.785714,64,28,2.370244,1,0.693147,4.000000,2.197225,29.85,0,0.000000,0.488692,0.469472,0.882948
81,80,0.883289,61,29,2.517696,2,0.693147,3.605551,2.397895,29.85,0,0.000000,0.506145,0.484810,0.874620
82,81,0.644562,61,29,2.517696,4,0.693147,3.605551,1.386294,29.85,0,0.000000,0.506145,0.484810,0.874620
83,82,0.405836,61,29,2.517696,4,1.386294,4.000000,1.386294,29.87,292,5.680173,0.506145,0.484810,0.874620
84,83,0.167109,61,29,2.517696,2,0.693147,5.196152,1.386294,29.87,10767,9.284334,0.506145,0.484810,0.874620
85,84,0.071618,61,29,2.517696,1,0.693147,5.656854,3.091042,29.84,27641,10.227092,0.506145,0.484810,0.874620
86,85,0.310345,61,29,2.517696,1,0.693147,5.000000,3.178054,29.81,13835,9.535029,0.506145,0.484810,0.874620
87,86,0.549072,61,29,2.517696,1,0.693147,3.605551,2.944439,29.83,145,4.983607,0.506145,0.484810,0.874620
88,87,0.787798,61,29,2.517696,1,0.693147,3.605551,2.397895,29.86,0,0.000000,0.506145,0.484810,0.874620
89,88,0.886818,60,28,2.541602,3,0.693147,3.162278,2.639057,29.87,0,0.000000,0.488692,0.469472,0.882948
90,89,0.647137,60,28,2.541602,3,0.693147,4.123106,2.197225,29.87,0,0.000000,0.488692,0.469472,0.882948
91,90,0.407457,60,28,2.541602,4,0.693147,3.741657,1.791759,29.90,229,5.438079,0.488692,0.469472,0.882948
92,91,0.167776,60,28,2.541602,4,1.098612,4.358899,2.079442,29.93,4349,8.377931,0.488692,0.469472,0.882948
93,92,0.071904,60,28,2.541602,1,0.693147,5.656854,2.833213,29.88,19126,9.858856,0.488692,0.469472,0.882948
94,93,0.311585,60,28,2.541602,1,0.693147,5.196152,3.091042,29.85,14692,9.595126,0.488692,0.469472,0.882948
95,94,0.551265,60,28,2.541602,3,0.693147,4.472136,2.639057,29.88,436,6.079933,0.488692,0.469472,0.882948
96,95,0.790945,60,28,2.541602,3,0.693147,3.741657,2.302585,29.90,0,0.000000,0.488692,0.469472,0.882948
97,96,0.886667,61,29,2.302585,3,0.693147,4.472136,2.197225,29.90,0,0.000000,0.506145,0.484810,0.874620
98,97,0.646667,61,29,2.302585,4,0.693147,4.472136,1.945910,29.87,0,0.000000,0.506145,0.484810,0.874620
99,98,0.406667,61,29,2.302585,4,0.693147,4.123106,1.791759,29.90,408,6.013715,0.506145,0.484810,0.874620
100,99,0.166667,61,29,2.302585,4,0.693147,5.291503,1.386294,29.93,11376,9.339349,0.506145,0.484810,0.874620
101,100,0.073333,61,29,2.302585,2,0.693147,6.244998,2.833213,29.89,28611,10.261581,0.506145,0.48481,0.87462
102,101,0.313333,61,29,2.302585,2,0.693147,5.916080,2.890372,29.86,14587,9.587955,0.506145,0.48481,0.87462
103,102,0.553333,61,29,2.302585,1,0.693147,4.358899,2.708050,29.89,239,5.480639,0.506145,0.48481,0.87462
104,103,0.793333,61,29,2.302585,1,0.693147,4.123106,2.079442,29.93,0,0.000000,0.506145,0.48481,0.87462
105,104,0.890228,62,29,2.406945,4,0.693147,4.123106,1.791759,29.94,0,0.000000,0.506145,0.48481,0.87462
106,105,0.649264,62,29,2.406945,4,0.693147,3.605551,1.386294,29.94,0,0.000000,0.506145,0.48481,0.87462
107,106,0.408300,62,29,2.406945,4,0.693147,4.000000,1.791759,29.97,250,5.525453,0.506145,0.48481,0.87462
108,107,0.167336,62,29,2.406945,3,1.098612,5.196152,2.079442,30.00,15149,9.625756,0.506145,0.48481,0.87462
109,108,0.073628,62,29,2.406945,1,0.693147,6.082763,2.772589,29.96,28581,10.260532,0.506145,0.48481,0.87462
110,109,0.314592,62,29,2.406945,1,0.693147,5.656854,3.091042,29.94,13787,9.531554,0.506145,0.48481,0.87462
111,110,0.555556,62,29,2.406945,1,0.693147,4.690416,2.944439,29.97,218,5.389072,0.506145,0.484810,0.874620
112,111,0.796519,62,29,2.406945,1,0.693147,4.123106,2.639057,29.99,0,0.000000,0.506145,0.484810,0.874620
113,112,0.892617,60,28,2.610070,3,0.693147,3.741657,2.302585,29.99,0,0.000000,0.488692,0.469472,0.882948
114,113,0.651007,60,28,2.610070,4,0.693147,3.605551,2.079442,29.97,0,0.000000,0.488692,0.469472,0.882948
115,114,0.409396,60,28,2.610070,4,1.609438,3.162278,2.079442,30.01,413,6.025866,0.488692,0.469472,0.882948
116,115,0.167785,60,28,2.610070,3,1.609438,4.690416,1.791759,30.01,17412,9.764972,0.488692,0.469472,0.882948
117,116,0.073826,60,28,2.610070,1,0.693147,6.082763,2.833213,29.95,28239,10.248495,0.488692,0.469472,0.882948
118,117,0.315436,60,28,2.610070,1,0.693147,5.477226,3.135494,29.92,13397,9.502861,0.488692,0.469472,0.882948
119,118,0.557047,60,28,2.610070,1,0.693147,4.123106,2.944439,29.94,193,5.267858,0.488692,0.469472,0.882948
120,119,0.798658,60,28,2.610070,1,0.693147,3.162278,2.639057,29.96,0,0.000000,0.488692,0.469472,0.882948
121,120,0.894879,59,28,2.617396,2,0.693147,3.162278,2.484907,29.97,0,0.000000,0.488692,0.469472,0.882948
122,121,0.652291,59,28,2.617396,3,0.693147,4.123106,2.302585,29.96,0,0.000000,0.488692,0.469472,0.882948
123,122,0.409704,59,28,2.617396,4,1.098612,4.123106,2.302585,29.97,685,6.530878,0.488692,0.469472,0.882948
124,123,0.167116,59,28,2.617396,3,0.693147,5.291503,2.079442,29.98,16170,9.690975,0.488692,0.469472,0.882948
125,124,0.075472,59,28,2.617396,1,0.693147,6.082763,3.091042,29.94,28148,10.245267,0.488692,0.469472,0.882948
126,125,0.318059,59,28,2.617396,2,0.693147,5.744563,3.044522,29.92,13455,9.507180,0.488692,0.469472,0.882948
127,126,0.560647,59,28,2.617396,1,0.693147,4.472136,2.708050,29.95,198,5.293305,0.488692,0.469472,0.882948
128,127,0.803235,59,28,2.617396,2,0.693147,4.690416,2.484907,29.99,0,0.000000,0.488692,0.469472,0.882948
129,128,0.897297,62,24,2.360854,4,0.693147,5.000000,2.397895,30.00,0,0.000000,0.418879,0.406737,0.913545
130,129,0.654054,62,24,2.360854,4,0.693147,5.291503,2.079442,29.99,0,0.000000,0.418879,0.406737,0.913545
131,130,0.410811,62,24,2.360854,4,0.693147,5.477226,1.386294,30.03,332,5.808142,0.418879,0.406737,0.913545
132,131,0.167568,62,24,2.360854,4,0.693147,6.082763,2.397895,30.07,5866,8.677099,0.418879,0.406737,0.913545
133,132,0.075676,62,24,2.360854,2,0.693147,6.928203,2.397895,30.04,22094,10.003107,0.418879,0.406737,0.913545
134,133,0.318919,62,24,2.360854,0,0.693147,6.782330,2.890372,30.01,13893,9.539212,0.418879,0.406737,0.913545
135,134,0.562162,62,24,2.360854,0,0.693147,5.477226,2.302585,30.00,154,5.043425,0.418879,0.406737,0.913545
136,135,0.805405,62,24,2.360854,0,0.693147,5.291503,1.945910,30.01,0,0.000000,0.418879,0.406737,0.913545
137,136,0.900950,60,26,2.186051,1,0.693147,4.690416,1.945910,30.01,0,0.000000,0.453786,0.438371,0.898794
138,137,0.656716,60,26,2.186051,1,0.693147,3.741657,1.386294,29.99,0,0.000000,0.453786,0.438371,0.898794
139,138,0.412483,60,26,2.186051,1,0.693147,4.123106,1.386294,30.02,4342,8.376321,0.453786,0.438371,0.898794
140,139,0.168250,60,26,2.186051,1,0.693147,6.633250,2.397895,30.05,24175,10.093116,0.453786,0.438371,0.898794
141,140,0.075984,60,26,2.186051,0,0.693147,7.141428,2.772589,30.02,29378,10.288035,0.453786,0.438371,0.898794
142,141,0.320217,60,26,2.186051,0,0.693147,7.000000,2.772589,29.98,13686,9.524202,0.453786,0.438371,0.898794
143,142,0.564450,60,26,2.186051,1,0.693147,5.916080,2.197225,29.96,112,4.727388,0.453786,0.438371,0.898794
144,143,0.808684,60,26,2.186051,0,0.693147,5.744563,1.945910,29.98,0,0.000000,0.453786,0.438371,0.898794
145,144,0.902041,63,21,2.116256,1,0.693147,4.690416,1.386294,29.99,0,0.000000,0.366519,0.358368,0.933580
146,145,0.657143,63,21,2.116256,1,0.693147,4.472136,1.791759,29.98,0,0.000000,0.366519,0.358368,0.933580
147,146,0.412245,63,21,2.116256,1,0.693147,4.472136,1.386294,29.99,4232,8.350666,0.366519,0.358368,0.933580
148,147,0.167347,63,21,2.116256,1,0.693147,6.082763,2.302585,30.00,22783,10.033814,0.366519,0.358368,0.933580
149,148,0.077551,63,21,2.116256,3,0.693147,6.244998,2.302585,29.98,24479,10.105612,0.366519,0.358368,0.933580
150,149,0.322449,63,21,2.116256,4,0.693147,6.082763,2.397895,29.97,1628,7.395722,0.366519,0.358368,0.933580
151,150,0.567347,63,21,2.116256,4,0.693147,4.358899,2.484907,29.98,0,0.000000,0.366519,0.358368,0.933580
152,151,0.812245,63,21,2.116256,3,0.693147,4.358899,1.945910,29.99,0,0.000000,0.366519,0.358368,0.933580
153,152,0.904502,65,28,2.424803,4,0.693147,3.605551,2.197225,30.01,0,0.000000,0.488692,0.469472,0.882948
154,153,0.658936,65,28,2.424803,4,0.693147,3.162278,2.197225,30.01,0,0.000000,0.488692,0.469472,0.882948
155,154,0.413370,65,28,2.424803,4,0.693147,4.000000,1.945910,30.03,650,6.478510,0.488692,0.469472,0.882948
156,155,0.167804,65,28,2.424803,4,0.693147,5.477226,2.302585,30.05,9141,9.120634,0.488692,0.469472,0.882948
157,156,0.077763,65,28,2.424803,2,0.693147,6.082763,2.484907,30.03,25527,10.147531,0.488692,0.469472,0.882948
158,157,0.323329,65,28,2.424803,3,0.693147,5.000000,2.772589,30.01,12847,9.460943,0.488692,0.469472,0.882948
159,158,0.568895,65,28,2.424803,4,0.693147,3.605551,2.708050,30.00,122,4.812184,0.488692,0.469472,0.882948
160,159,0.814461,65,28,2.424803,3,0.693147,3.605551,2.772589,30.00,0,0.000000,0.488692,0.469472,0.882948
161,160,0.906849,63,27,2.734368,3,0.693147,3.605551,2.197225,29.97,0,0.000000,0.471239,0.45399,0.891007
162,161,0.660274,63,27,2.734368,3,0.693147,4.358899,2.639057,29.96,0,0.000000,0.471239,0.45399,0.891007
163,162,0.413699,63,27,2.734368,4,0.693147,4.000000,2.197225,29.98,997,6.905753,0.471239,0.45399,0.891007
164,163,0.167123,63,27,2.734368,2,0.693147,5.477226,2.397895,29.99,12786,9.456184,0.471239,0.45399,0.891007
165,164,0.079452,63,27,2.734368,2,0.693147,5.916080,3.044522,29.97,28277,10.249839,0.471239,0.45399,0.891007
166,165,0.326027,63,27,2.734368,2,0.693147,5.477226,3.218876,29.96,12816,9.458528,0.471239,0.45399,0.891007
167,166,0.572603,63,27,2.734368,1,0.693147,4.690416,2.833213,29.94,81,4.406719,0.471239,0.45399,0.891007
168,167,0.819178,63,27,2.734368,1,0.693147,4.000000,2.484907,29.96,0,0.000000,0.471239,0.45399,0.891007
169,168,0.909341,66,29,2.116256,1,0.693147,3.605551,1.386294,29.96,0,0.000000,0.506145,0.48481,0.874620
170,169,0.662088,66,29,2.116256,0,0.693147,3.741657,1.386294,29.95,0,0.000000,0.506145,0.48481,0.874620
171,170,0.414835,66,29,2.116256,1,0.693147,4.358899,1.386294,30.00,4026,8.300777,0.506145,0.48481,0.87462
172,171,0.167582,66,29,2.116256,1,0.693147,5.477226,1.791759,30.02,23081,10.046808,0.506145,0.48481,0.87462
173,172,0.079670,66,29,2.116256,1,0.693147,8.124038,2.833213,29.99,27284,10.214092,0.506145,0.48481,0.87462
174,173,0.326923,66,29,2.116256,0,0.693147,7.211103,2.890372,29.96,12287,9.416378,0.506145,0.48481,0.87462
175,174,0.574176,66,29,2.116256,1,0.693147,5.477226,2.833213,29.95,79,4.382027,0.506145,0.48481,0.87462
176,175,0.821429,66,29,2.116256,0,0.693147,4.690416,2.197225,29.97,0,0.000000,0.506145,0.48481,0.87462
177,176,0.913103,69,29,2.272126,0,0.693147,4.358899,1.945910,29.97,0,0.000000,0.506145,0.48481,0.87462
178,177,0.664828,69,29,2.272126,0,0.693147,5.000000,1.386294,29.96,0,0.000000,0.506145,0.48481,0.87462
179,178,0.416552,69,29,2.272126,1,1.098612,4.000000,1.386294,29.98,3974,8.287780,0.506145,0.48481,0.87462
180,179,0.168276,69,29,2.272126,0,1.098612,5.196152,1.791759,29.99,23119,10.048453,0.506145,0.48481,0.87462
181,180,0.080000,69,29,2.272126,0,0.693147,5.830952,1.945910,29.94,26858,10.198356,0.506145,0.48481,0.87462
182,181,0.328276,69,29,2.272126,0,0.693147,7.937254,3.091042,29.90,12109,9.401787,0.506145,0.48481,0.87462
183,182,0.576552,69,29,2.272126,0,0.693147,6.633250,2.944439,29.91,65,4.189655,0.506145,0.48481,0.87462
184,183,0.824828,69,29,2.272126,0,0.693147,5.000000,2.484907,29.94,0,0.000000,0.506145,0.48481,0.87462
185,184,0.914246,66,29,2.406945,0,0.693147,4.000000,1.386294,29.94,0,0.000000,0.506145,0.48481,0.87462
186,185,0.665284,66,29,2.406945,0,0.693147,3.162278,1.791759,29.92,0,0.000000,0.506145,0.48481,0.87462
187,186,0.416321,66,29,2.406945,1,1.098612,3.162278,1.791759,29.94,3749,8.229511,0.506145,0.48481,0.87462
188,187,0.167358,66,29,2.406945,1,0.693147,5.830952,1.386294,29.95,22695,10.029944,0.506145,0.48481,0.87462
189,188,0.081604,66,29,2.406945,1,0.693147,7.000000,2.639057,29.92,27114,10.207842,0.506145,0.48481,0.87462
190,189,0.330567,66,29,2.406945,1,0.693147,7.141428,2.833213,29.89,12017,9.394161,0.506145,0.48481,0.87462
191,190,0.579530,66,29,2.406945,1,0.693147,6.633250,2.833213,29.89,59,4.094345,0.506145,0.48481,0.87462
192,191,0.828492,66,29,2.406945,0,0.693147,6.164414,2.484907,29.92,0,0.000000,0.506145,0.48481,0.87462
193,192,0.918056,67,29,2.332144,0,0.693147,5.744563,1.386294,29.91,0,0.000000,0.506145,0.48481,0.87462
194,193,0.668056,67,29,2.332144,0,0.693147,4.472136,1.945910,29.90,0,0.000000,0.506145,0.48481,0.87462
195,194,0.418056,67,29,2.332144,2,0.693147,5.477226,1.386294,29.93,3894,8.267449,0.506145,0.48481,0.87462
196,195,0.168056,67,29,2.332144,2,0.693147,6.082763,2.079442,29.95,23066,10.046158,0.506145,0.48481,0.87462
197,196,0.081944,67,29,2.332144,2,0.693147,7.280110,2.772589,29.91,27072,10.206292,0.506145,0.48481,0.87462
198,197,0.331944,67,29,2.332144,2,0.693147,6.557439,3.091042,29.88,11864,9.381348,0.506145,0.48481,0.87462
199,198,0.581944,67,29,2.332144,1,0.693147,5.477226,2.484907,29.89,51,3.951244,0.506145,0.48481,0.87462
200,199,0.831944,67,29,2.332144,0,0.693147,4.358899,2.197225,29.91,0,0.000000,0.506145,0.48481,0.87462
201,200,0.919332,66,29,2.459589,0,0.693147,4.358899,1.945910,29.91,0,0.000000,0.506145,0.48481,0.87462
202,201,0.668985,66,29,2.459589,0,1.098612,3.605551,2.079442,29.90,0,0.000000,0.506145,0.48481,0.87462
203,202,0.418637,66,29,2.459589,2,1.098612,4.000000,1.945910,29.93,3661,8.205765,0.506145,0.48481,0.87462
204,203,0.168289,66,29,2.459589,1,0.693147,5.656854,1.945910,29.95,22534,10.022825,0.506145,0.48481,0.87462
205,204,0.082058,66,29,2.459589,1,0.693147,7.071068,2.639057,29.91,26744,10.194103,0.506145,0.48481,0.87462
206,205,0.332406,66,29,2.459589,1,0.693147,5.656854,2.944439,29.90,11627,9.361171,0.506145,0.48481,0.87462
207,206,0.582754,66,29,2.459589,1,0.693147,3.162278,2.772589,29.92,43,3.784190,0.506145,0.48481,0.87462
208,207,0.833102,66,29,2.459589,1,0.693147,3.162278,2.397895,29.94,0,0.000000,0.506145,0.48481,0.87462
209,208,0.921788,66,29,2.312535,1,0.693147,3.162278,2.397895,29.95,0,0.000000,0.506145,0.48481,0.87462
210,209,0.670391,66,29,2.312535,1,0.693147,2.645751,1.386294,29.93,0,0.000000,0.506145,0.48481,0.87462
211,210,0.418994,66,29,2.312535,1,0.693147,2.645751,1.945910,29.95,3615,8.193124,0.506145,0.48481,0.874620
212,211,0.167598,66,29,2.312535,0,0.693147,5.196152,1.386294,29.95,22037,10.000524,0.506145,0.48481,0.874620
213,212,0.083799,66,29,2.312535,1,0.693147,6.633250,1.945910,29.90,26026,10.166890,0.506145,0.48481,0.874620
214,213,0.335196,66,29,2.312535,1,0.693147,6.403124,3.044522,29.85,1728,7.455298,0.506145,0.48481,0.874620
215,214,0.586592,66,29,2.312535,0,0.693147,5.196152,2.772589,29.89,0,0.000000,0.506145,0.48481,0.874620
216,215,0.837989,66,29,2.312535,1,0.693147,4.358899,1.791759,29.92,0,0.000000,0.506145,0.48481,0.874620
217,216,0.925666,61,30,2.587764,1,0.693147,3.162278,2.639057,29.92,0,0.000000,0.523599,0.50000,0.866025
218,217,0.673212,61,30,2.587764,1,0.693147,2.645751,2.197225,29.91,0,0.000000,0.523599,0.50000,0.866025
219,218,0.420757,61,30,2.587764,1,0.693147,2.645751,2.197225,29.94,2406,7.786136,0.523599,0.50000,0.866025
220,219,0.168303,61,30,2.587764,1,0.693147,5.916080,2.302585,29.94,22113,10.003966,0.523599,0.50000,0.866025
221,220,0.084151,61,30,2.587764,1,0.693147,6.082763,3.044522,29.90,26823,10.197052,0.523599,0.500000,0.866025
222,221,0.336606,61,30,2.587764,1,0.693147,5.477226,3.091042,29.89,10798,9.287209,0.523599,0.500000,0.866025
223,222,0.589060,61,30,2.587764,1,0.693147,3.605551,2.484907,29.93,0,0.000000,0.523599,0.500000,0.866025
224,223,0.841515,61,30,2.587764,2,0.693147,3.162278,2.484907,29.96,0,0.000000,0.523599,0.500000,0.866025
225,224,0.928270,62,28,2.240710,4,0.693147,3.162278,2.197225,29.97,0,0.000000,0.488692,0.469472,0.882948
226,225,0.675105,62,28,2.240710,4,0.693147,3.605551,1.945910,29.96,0,0.000000,0.488692,0.469472,0.882948
