#,"",distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated,power_generated_log,wind_direction_rad,wind_direction_sin,wind_direction_cos
227,226,0.421941,62,28,2.240710,4,0.693147,3.605551,1.945910,29.96,373,5.924256,0.488692,0.469472,0.882948
228,227,0.168776,62,28,2.240710,3,0.693147,5.000000,1.791759,29.98,13921,9.541226,0.488692,0.469472,0.882948
229,228,0.084388,62,28,2.240710,2,0.693147,6.082763,2.772589,29.94,26393,10.180892,0.488692,0.469472,0.882948
230,229,0.337553,62,28,2.240710,2,0.693147,5.656854,2.772589,29.95,11093,9.314160,0.488692,0.469472,0.882948
231,230,0.590717,62,28,2.240710,2,0.693147,5.000000,2.484907,29.96,47,3.871201,0.488692,0.469472,0.882948
232,231,0.843882,62,28,2.240710,0,0.693147,4.358899,2.197225,29.97,0,0.000000,0.488692,0.469472,0.882948
233,232,0.930791,65,29,2.066863,0,0.693147,4.358899,1.791759,29.98,0,0.000000,0.506145,0.484810,0.874620
234,233,0.676554,65,29,2.066863,1,0.693147,3.605551,1.791759,29.99,0,0.000000,0.506145,0.484810,0.874620
235,234,0.422316,65,29,2.066863,2,0.693147,4.123106,1.386294,30.04,3110,8.042699,0.506145,0.484810,0.874620
236,235,0.168079,65,29,2.066863,2,0.693147,5.477226,1.386294,30.05,21023,9.953420,0.506145,0.484810,0.874620
237,236,0.086158,65,29,2.066863,2,0.693147,7.071068,2.302585,30.01,25702,10.154363,0.506145,0.484810,0.874620
238,237,0.340395,65,29,2.066863,2,0.693147,6.855655,2.944439,29.97,10972,9.303193,0.506145,0.484810,0.874620
239,238,0.594633,65,29,2.066863,1,0.693147,5.656854,2.772589,29.99,0,0.000000,0.506145,0.484810,0.874620
240,239,0.848870,65,29,2.066863,1,0.693147,5.744563,1.386294,30.01,0,0.000000,0.506145,0.484810,0.874620
241,240,0.933428,66,29,2.174752,1,0.693147,5.744563,1.386294,30.00,0,0.000000,0.506145,0.48481,0.874620
242,241,0.678470,66,29,2.174752,1,0.693147,4.690416,1.791759,29.99,0,0.000000,0.506145,0.48481,0.874620
243,242,0.423513,66,29,2.174752,2,0.693147,5.000000,1.386294,29.98,3715,8.220403,0.506145,0.48481,0.874620
244,243,0.168555,66,29,2.174752,3,0.693147,5.385165,1.386294,29.98,18312,9.815366,0.506145,0.48481,0.874620
245,244,0.086402,66,29,2.174752,3,0.693147,7.071068,3.135494,29.95,19583,9.882468,0.506145,0.48481,0.874620
246,245,0.341360,66,29,2.174752,3,0.693147,6.403124,2.833213,29.92,6135,8.721928,0.506145,0.48481,0.874620
247,246,0.596317,66,29,2.174752,3,0.693147,4.358899,2.197225,29.96,178,5.187386,0.506145,0.48481,0.874620
248,247,0.851275,66,29,2.174752,3,0.693147,4.000000,2.302585,29.95,0,0.000000,0.506145,0.48481,0.874620
249,248,0.937411,67,27,2.351375,3,0.693147,4.000000,2.397895,29.94,0,0.000000,0.471239,0.45399,0.891007
250,249,0.681366,67,27,2.351375,4,0.693147,3.605551,1.945910,29.92,0,0.000000,0.471239,0.45399,0.891007
251,250,0.425320,67,27,2.351375,4,0.693147,4.358899,1.386294,29.96,53,3.988984,0.471239,0.45399,0.891007
252,251,0.169275,67,27,2.351375,3,0.693147,5.196152,1.945910,29.98,7496,8.922258,0.471239,0.45399,0.891007
253,252,0.086771,67,27,2.351375,3,0.693147,6.164414,2.890372,29.97,19260,9.865838,0.471239,0.45399,0.891007
254,253,0.342817,67,27,2.351375,3,0.693147,4.898979,2.302585,29.92,4961,8.509564,0.471239,0.45399,0.891007
255,254,0.598862,67,27,2.351375,3,0.693147,3.605551,2.639057,29.91,0,0.000000,0.471239,0.45399,0.891007
256,255,0.854908,67,27,2.351375,2,0.693147,3.162278,2.833213,29.92,0,0.000000,0.471239,0.45399,0.891007
257,256,0.940086,65,19,2.251292,4,0.693147,3.162278,2.079442,29.91,0,0.000000,0.331613,0.34202,0.945519
258,257,0.683310,65,19,2.251292,3,0.693147,3.605551,2.197225,29.86,0,0.000000,0.331613,0.34202,0.945519
259,258,0.426534,65,19,2.251292,3,0.693147,4.000000,1.791759,29.87,1093,6.997596,0.331613,0.34202,0.945519
260,259,0.169757,65,19,2.251292,3,0.693147,5.196152,1.386294,29.87,11844,9.379661,0.331613,0.34202,0.945519
261,260,0.087019,65,19,2.251292,3,0.693147,6.082763,1.386294,29.83,11357,9.337678,0.331613,0.342020,0.945519
262,261,0.343795,65,19,2.251292,4,0.693147,5.916080,2.302585,29.77,3375,8.124447,0.331613,0.342020,0.945519
263,262,0.600571,65,19,2.251292,4,0.693147,5.477226,2.708050,29.76,0,0.000000,0.331613,0.342020,0.945519
264,263,0.857347,65,19,2.251292,4,2.197225,3.162278,2.639057,29.75,0,0.000000,0.331613,0.342020,0.945519
265,264,0.941345,64,26,2.734368,4,1.098612,2.645751,2.772589,29.73,0,0.000000,0.453786,0.438371,0.898794
266,265,0.683834,64,26,2.734368,4,1.609438,3.162278,2.890372,29.75,0,0.000000,0.453786,0.438371,0.898794
267,266,0.426323,64,26,2.734368,4,1.386294,3.162278,2.197225,29.79,1653,7.410952,0.453786,0.438371,0.898794
268,267,0.168813,64,26,2.734368,3,0.693147,4.358899,2.639057,29.84,5957,8.692490,0.453786,0.438371,0.898794
269,268,0.088698,64,26,2.734368,2,0.693147,5.830952,2.833213,29.86,21177,9.960718,0.453786,0.438371,0.898794
270,269,0.346209,64,26,2.734368,2,0.693147,5.477226,2.772589,29.88,9729,9.182969,0.453786,0.438371,0.898794
271,270,0.603720,64,26,2.734368,1,0.693147,4.358899,2.708050,29.91,0,0.000000,0.453786,0.438371,0.898794
272,271,0.861230,64,26,2.734368,2,0.693147,4.000000,2.944439,29.95,0,0.000000,0.453786,0.438371,0.898794
273,272,0.944046,65,28,2.493205,1,0.693147,4.358899,2.772589,29.96,0,0.000000,0.488692,0.469472,0.882948
274,273,0.685796,65,28,2.493205,1,0.693147,4.000000,2.397895,29.96,0,0.000000,0.488692,0.469472,0.882948
275,274,0.427547,65,28,2.493205,2,0.693147,4.358899,2.197225,29.99,2198,7.695758,0.488692,0.469472,0.882948
276,275,0.169297,65,28,2.493205,3,0.693147,6.557439,2.079442,30.01,20493,9.927887,0.488692,0.469472,0.882948
277,276,0.088953,65,28,2.493205,3,0.693147,6.708204,2.772589,30.00,18931,9.848609,0.488692,0.469472,0.882948
278,277,0.347202,65,28,2.493205,3,0.693147,6.244998,2.484907,29.99,11566,9.355911,0.488692,0.469472,0.882948
279,278,0.605452,65,28,2.493205,1,0.693147,4.358899,2.772589,30.01,0,0.000000,0.488692,0.469472,0.882948
280,279,0.863702,65,28,2.493205,2,0.693147,3.605551,2.708050,30.03,0,0.000000,0.488692,0.469472,0.882948
281,280,0.948127,66,28,2.442347,4,0.693147,2.645751,2.079442,30.04,0,0.000000,0.488692,0.469472,0.882948
282,281,0.688761,66,28,2.442347,4,0.693147,3.162278,1.386294,30.05,0,0.000000,0.488692,0.469472,0.882948
283,282,0.429395,66,28,2.442347,4,1.098612,4.000000,1.791759,30.07,532,6.278521,0.488692,0.469472,0.882948
284,283,0.170029,66,28,2.442347,1,1.098612,5.196152,1.791759,30.10,22044,10.000841,0.488692,0.469472,0.882948
285,284,0.089337,66,28,2.442347,0,0.693147,6.403124,1.386294,30.05,27732,10.230378,0.488692,0.469472,0.882948
286,285,0.348703,66,28,2.442347,1,0.693147,5.477226,3.135494,30.05,11398,9.341281,0.488692,0.469472,0.882948
287,286,0.608069,66,28,2.442347,1,0.693147,2.645751,3.135494,30.07,0,0.000000,0.488692,0.469472,0.882948
288,287,0.867435,66,28,2.442347,3,0.693147,2.645751,3.091042,30.10,0,0.000000,0.488692,0.469472,0.882948
289,288,0.949422,65,28,2.415914,2,0.693147,2.645751,2.708050,30.12,0,0.000000,0.488692,0.469472,0.882948
290,289,0.689306,65,28,2.415914,1,0.693147,2.000000,2.079442,30.12,0,0.000000,0.488692,0.469472,0.882948
291,290,0.429191,65,28,2.415914,3,0.693147,2.000000,1.386294,30.16,0,0.000000,0.488692,0.469472,0.882948
292,291,0.169075,65,28,2.415914,2,1.609438,4.358899,1.386294,30.17,15458,9.645947,0.488692,0.469472,0.882948
293,292,0.091040,65,28,2.415914,0,1.098612,5.385165,1.386294,30.11,27357,10.216764,0.488692,0.469472,0.882948
294,293,0.351156,65,28,2.415914,0,0.693147,6.708204,3.135494,30.07,10975,9.303466,0.488692,0.469472,0.882948
295,294,0.611272,65,28,2.415914,0,0.693147,5.196152,2.833213,30.06,0,0.000000,0.488692,0.469472,0.882948
296,295,0.871387,65,28,2.415914,0,0.693147,4.358899,2.484907,30.05,0,0.000000,0.488692,0.469472,0.882948
297,296,0.953556,66,27,2.610070,0,0.693147,4.000000,2.079442,30.03,0,0.000000,0.471239,0.453990,0.891007
298,297,0.692308,66,27,2.610070,1,0.693147,4.123106,1.386294,30.01,0,0.000000,0.471239,0.453990,0.891007
299,298,0.431060,66,27,2.610070,0,1.098612,3.162278,1.386294,30.02,3816,8.247220,0.471239,0.453990,0.891007
300,299,0.169811,66,27,2.610070,0,1.098612,4.898979,1.386294,30.01,23843,10.079288,0.471239,0.453990,0.891007
301,300,0.091437,66,27,2.610070,0,0.693147,6.708204,3.218876,29.95,27645,10.227236,0.471239,0.45399,0.891007
302,301,0.352685,66,27,2.610070,1,0.693147,6.244998,3.258097,29.92,11063,9.311452,0.471239,0.45399,0.891007
303,302,0.613933,66,27,2.610070,0,0.693147,5.291503,2.302585,29.90,0,0.000000,0.471239,0.45399,0.891007
304,303,0.875181,66,27,2.610070,0,0.693147,4.690416,3.178054,29.91,0,0.000000,0.471239,0.45399,0.891007
305,304,0.956332,62,27,2.747271,0,0.693147,4.123106,2.772589,29.91,0,0.000000,0.471239,0.45399,0.891007
306,305,0.694323,62,27,2.747271,0,0.693147,4.472136,2.639057,29.92,0,0.000000,0.471239,0.45399,0.891007
307,306,0.432314,62,27,2.747271,1,0.693147,5.000000,2.302585,29.96,3837,8.252707,0.471239,0.45399,0.891007
308,307,0.170306,62,27,2.747271,0,0.693147,7.280110,1.791759,30.00,24973,10.125591,0.471239,0.45399,0.891007
309,308,0.091703,62,27,2.747271,0,0.693147,8.000000,2.833213,29.97,28183,10.246510,0.471239,0.45399,0.891007
310,309,0.353712,62,27,2.747271,0,0.693147,7.071068,3.295837,29.94,10894,9.296059,0.471239,0.45399,0.891007
311,310,0.615721,62,27,2.747271,0,0.693147,5.744563,3.044522,29.95,0,0.000000,0.471239,0.45399,0.891007
312,311,0.877729,62,27,2.747271,0,0.693147,5.744563,2.484907,29.97,0,0.000000,0.471239,0.45399,0.891007
313,312,0.959124,57,29,2.923162,0,0.693147,5.567764,2.833213,29.98,0,0.000000,0.506145,0.48481,0.874620
314,313,0.696350,57,29,2.923162,0,0.693147,5.567764,2.484907,29.98,0,0.000000,0.506145,0.48481,0.874620
315,314,0.433577,57,29,2.923162,1,0.693147,6.403124,2.639057,29.99,3755,8.231110,0.506145,0.48481,0.874620
316,315,0.170803,57,29,2.923162,1,0.693147,7.615773,2.890372,30.00,25334,10.139942,0.506145,0.48481,0.874620
317,316,0.091971,57,29,2.923162,1,0.693147,7.348469,3.295837,29.94,29016,10.275637,0.506145,0.48481,0.874620
318,317,0.354745,57,29,2.923162,2,0.693147,7.348469,3.401197,29.91,10179,9.228180,0.506145,0.48481,0.874620
319,318,0.617518,57,29,2.923162,0,0.693147,6.000000,2.944439,29.92,0,0.000000,0.506145,0.48481,0.874620
320,319,0.880292,57,29,2.923162,0,0.693147,7.348469,2.639057,29.93,0,0.000000,0.506145,0.48481,0.874620
321,320,0.961877,61,31,2.747271,0,0.693147,8.246211,2.708050,29.92,0,0.0,0.541052,0.515038,0.857167
322,321,0.697947,61,31,2.747271,0,0.693147,8.000000,2.708050,29.93,0,0.0,0.541052,0.515038,0.857167
323,322,0.434018,61,31,2.747271,0,0.693147,8.124038,2.397895,29.97,0,0.0,0.541052,0.515038,0.857167
324,323,0.170088,61,31,2.747271,0,0.693147,8.124038,3.044522,29.98,0,0.0,0.541052,0.515038,0.857167
325,324,0.093842,61,31,2.747271,1,0.693147,8.485281,3.044522,29.96,0,0.0,0.541052,0.515038,0.857167
326,325,0.357771,61,31,2.747271,0,0.693147,8.062258,3.091042,29.95,0,0.0,0.541052,0.515038,0.857167
327,326,0.621701,61,31,2.747271,0,0.693147,7.615773,2.397895,30.00,0,0.0,0.541052,0.515038,0.857167
328,327,0.885630,61,31,2.747271,0,0.693147,8.660254,2.302585,30.04,0,0.0,0.541052,0.515038,0.857167
329,328,0.964706,63,32,2.667228,0,0.693147,7.810250,2.772589,30.09,0,0.0,0.558505,0.529919,0.848048
330,329,0.700000,63,32,2.667228,0,0.693147,7.681146,2.639057,30.10,0,0.0,0.558505,0.529919,0.848048
331,330,0.435294,63,32,2.667228,0,0.693147,8.124038,2.302585,30.15,0,0.000000,0.558505,0.529919,0.848048
332,331,0.170588,63,32,2.667228,0,0.693147,8.426150,3.044522,30.17,0,0.000000,0.558505,0.529919,0.848048
333,332,0.094118,63,32,2.667228,0,0.693147,8.660254,2.708050,30.15,0,0.000000,0.558505,0.529919,0.848048
334,333,0.358824,63,32,2.667228,0,0.693147,8.426150,2.890372,30.13,10727,9.280612,0.558505,0.529919,0.848048
335,334,0.623529,63,32,2.667228,0,0.693147,7.348469,2.484907,30.16,0,0.000000,0.558505,0.529919,0.848048
336,335,0.888235,63,32,2.667228,1,0.693147,8.544004,2.079442,30.19,0,0.000000,0.558505,0.529919,0.848048
337,336,0.968981,64,28,2.001480,1,0.693147,8.774964,1.386294,30.21,0,0.000000,0.488692,0.469472,0.882948
338,337,0.703102,64,28,2.001480,0,0.693147,7.141428,1.791759,30.22,0,0.000000,0.488692,0.469472,0.882948
339,338,0.437223,64,28,2.001480,0,0.693147,7.141428,1.386294,30.26,3687,8.212840,0.488692,0.469472,0.882948
340,339,0.171344,64,28,2.001480,0,0.693147,8.774964,1.386294,30.27,23961,10.084225,0.488692,0.469472,0.882948
341,340,0.094535,64,28,2.001480,0,0.693147,8.774964,1.791759,30.22,27438,10.219721,0.488692,0.469472,0.882948
342,341,0.360414,64,28,2.001480,0,0.693147,8.774964,2.944439,30.19,10116,9.221972,0.488692,0.469472,0.882948
343,342,0.626292,64,28,2.001480,0,0.693147,8.602325,2.639057,30.20,0,0.000000,0.488692,0.469472,0.882948
344,343,0.892171,64,28,2.001480,0,0.693147,6.164414,2.079442,30.20,0,0.000000,0.488692,0.469472,0.882948
345,344,0.971852,65,29,1.774952,0,0.693147,5.000000,1.386294,30.18,0,0.000000,0.506145,0.484810,0.874620
346,345,0.705185,65,29,1.774952,0,0.693147,6.244998,1.386294,30.16,0,0.000000,0.506145,0.484810,0.874620
347,346,0.438519,65,29,1.774952,0,0.693147,5.000000,1.386294,30.18,3473,8.153062,0.506145,0.484810,0.874620
348,347,0.171852,65,29,1.774952,0,0.693147,6.082763,1.791759,30.18,22832,10.035962,0.506145,0.484810,0.874620
349,348,0.094815,65,29,1.774952,0,0.693147,8.000000,1.386294,30.10,26285,10.176792,0.506145,0.484810,0.874620
350,349,0.361481,65,29,1.774952,1,0.693147,8.306624,2.708050,30.05,9756,9.185740,0.506145,0.484810,0.874620
351,350,0.628148,65,29,1.774952,0,0.693147,7.745967,2.708050,30.03,0,0.000000,0.506145,0.48481,0.87462
352,351,0.894815,65,29,1.774952,0,0.693147,5.291503,2.302585,30.04,0,0.000000,0.506145,0.48481,0.87462
353,352,0.974702,68,29,2.001480,0,0.693147,5.000000,2.079442,30.04,0,0.000000,0.506145,0.48481,0.87462
354,353,0.706845,68,29,2.001480,0,0.693147,5.830952,1.386294,30.04,0,0.000000,0.506145,0.48481,0.87462
355,354,0.438988,68,29,2.001480,0,0.693147,4.472136,1.386294,30.06,3359,8.119696,0.506145,0.48481,0.87462
356,355,0.171131,68,29,2.001480,0,0.693147,5.916080,1.945910,30.08,7478,8.919854,0.506145,0.48481,0.87462
357,356,0.096726,68,29,2.001480,1,0.693147,7.745967,1.386294,30.03,21210,9.962275,0.506145,0.48481,0.87462
358,357,0.364583,68,29,2.001480,1,0.693147,8.124038,2.944439,30.00,9209,9.128045,0.506145,0.48481,0.87462
359,358,0.632440,68,29,2.001480,1,0.693147,6.480741,2.484907,30.01,0,0.000000,0.506145,0.48481,0.87462
360,359,0.900298,68,29,2.001480,0,0.693147,5.477226,2.079442,30.03,0,0.000000,0.506145,0.48481,0.87462
361,360,0.977612,69,29,1.629241,0,0.693147,5.744563,1.386294,30.03,0,0.000000,0.506145,0.484810,0.874620
362,361,0.708955,69,29,1.629241,0,0.693147,6.000000,1.386294,30.03,0,0.000000,0.506145,0.484810,0.874620
363,362,0.440299,69,29,1.629241,1,0.693147,5.291503,1.386294,30.06,3225,8.078998,0.506145,0.484810,0.874620
364,363,0.171642,69,29,1.629241,0,0.693147,5.477226,1.386294,30.08,21798,9.989619,0.506145,0.484810,0.874620
365,364,0.097015,69,29,1.629241,0,0.693147,6.782330,1.386294,30.03,15159,9.626416,0.506145,0.484810,0.874620
366,365,0.365672,69,29,1.629241,0,0.693147,8.717798,2.772589,30.00,9169,9.123693,0.506145,0.484810,0.874620
367,366,0.634328,69,29,1.629241,0,0.693147,8.485281,2.708050,30.01,0,0.000000,0.506145,0.484810,0.874620
368,367,0.902985,69,29,1.629241,0,0.693147,7.615773,1.386294,30.03,0,0.000000,0.506145,0.484810,0.874620
369,368,0.980539,70,31,1.686399,0,0.693147,6.928203,1.386294,30.03,0,0.000000,0.541052,0.515038,0.857167
370,369,0.711078,70,31,1.686399,1,0.693147,5.567764,1.386294,30.03,0,0.000000,0.541052,0.515038,0.857167
371,370,0.441617,70,31,1.686399,2,0.693147,4.358899,1.386294,30.05,2718,7.908019,0.541052,0.515038,0.857167
372,371,0.172156,70,31,1.686399,3,0.693147,5.830952,1.386294,30.06,20460,9.926276,0.541052,0.515038,0.857167
373,372,0.097305,70,31,1.686399,1,0.693147,6.244998,1.791759,30.00,24427,10.103485,0.541052,0.515038,0.857167
374,373,0.366766,70,31,1.686399,1,0.693147,8.717798,2.484907,29.96,8399,9.035987,0.541052,0.515038,0.857167
375,374,0.636228,70,31,1.686399,0,0.693147,8.062258,2.302585,29.97,0,0.000000,0.541052,0.515038,0.857167
376,375,0.905689,70,31,1.686399,0,0.693147,7.211103,1.386294,29.99,0,0.000000,0.541052,0.515038,0.857167
377,376,0.984962,59,29,2.424803,1,0.693147,6.164414,2.397895,29.99,0,0.000000,0.506145,0.484810,0.874620
378,377,0.714286,59,29,2.424803,2,0.693147,5.000000,1.791759,30.00,0,0.000000,0.506145,0.484810,0.874620
379,378,0.443609,59,29,2.424803,2,0.693147,3.162278,2.397895,30.02,542,6.297109,0.506145,0.484810,0.874620
380,379,0.172932,59,29,2.424803,2,0.693147,5.656854,1.945910,30.07,13884,9.538564,0.506145,0.484810,0.874620
381,380,0.097744,59,29,2.424803,2,0.693147,6.403124,2.639057,30.02,25929,10.163156,0.506145,0.48481,0.874620
382,381,0.368421,59,29,2.424803,2,0.693147,5.477226,2.890372,30.01,9282,9.135940,0.506145,0.48481,0.874620
383,382,0.639098,59,29,2.424803,2,0.693147,4.123106,2.484907,30.03,0,0.000000,0.506145,0.48481,0.874620
384,383,0.909774,59,29,2.424803,2,0.693147,4.123106,2.197225,30.06,0,0.000000,0.506145,0.48481,0.874620
385,384,0.986446,56,27,2.525729,3,0.693147,4.123106,1.386294,30.05,0,0.000000,0.471239,0.45399,0.891007
386,385,0.715361,56,27,2.525729,4,0.693147,4.123106,2.079442,30.05,0,0.000000,0.471239,0.45399,0.891007
387,386,0.444277,56,27,2.525729,4,0.693147,4.123106,1.386294,30.08,385,5.955837,0.471239,0.45399,0.891007
388,387,0.173193,56,27,2.525729,2,0.693147,5.291503,2.197225,30.10,17121,9.748119,0.471239,0.45399,0.891007
389,388,0.097892,56,27,2.525729,2,0.693147,5.291503,3.091042,30.05,25347,10.140455,0.471239,0.45399,0.891007
390,389,0.368976,56,27,2.525729,3,0.693147,4.123106,2.944439,30.05,7136,8.873048,0.471239,0.45399,0.891007
391,390,0.640060,56,27,2.525729,4,0.693147,3.741657,2.772589,30.08,0,0.000000,0.471239,0.45399,0.891007
392,391,0.911145,56,27,2.525729,4,0.693147,4.123106,2.397895,30.10,0,0.000000,0.471239,0.45399,0.891007
393,392,0.987915,58,27,2.660260,3,0.693147,4.123106,2.708050,30.12,0,0.000000,0.471239,0.45399,0.891007
394,393,0.716012,58,27,2.660260,4,0.693147,4.472136,2.708050,30.13,0,0.000000,0.471239,0.45399,0.891007
395,394,0.444109,58,27,2.660260,3,0.693147,4.472136,2.302585,30.17,1142,7.041412,0.471239,0.45399,0.891007
396,395,0.172205,58,27,2.660260,1,0.693147,5.744563,2.484907,30.20,21070,9.955653,0.471239,0.45399,0.891007
397,396,0.099698,58,27,2.660260,2,0.693147,6.480741,2.833213,30.17,25392,10.142229,0.471239,0.45399,0.891007
398,397,0.371601,58,27,2.660260,2,0.693147,5.477226,2.890372,30.16,8283,9.022081,0.471239,0.45399,0.891007
399,398,0.643505,58,27,2.660260,2,0.693147,4.472136,2.772589,30.17,0,0.000000,0.471239,0.45399,0.891007
400,399,0.915408,58,27,2.660260,1,0.693147,3.162278,2.197225,30.18,0,0.000000,0.471239,0.45399,0.891007
401,400,0.992413,64,28,1.609438,0,0.693147,3.741657,1.386294,30.17,0,0.000000,0.488692,0.469472,0.882948
402,401,0.719272,64,28,1.609438,0,0.693147,3.741657,1.386294,30.17,0,0.000000,0.488692,0.469472,0.882948
403,402,0.446131,64,28,1.609438,3,0.693147,3.741657,1.386294,30.19,2581,7.856320,0.488692,0.469472,0.882948
404,403,0.172989,64,28,1.609438,1,0.693147,5.000000,1.386294,30.20,21774,9.988518,0.488692,0.469472,0.882948
405,404,0.100152,64,28,1.609438,1,0.693147,7.348469,1.386294,30.13,25064,10.129228,0.488692,0.469472,0.882948
406,405,0.373293,64,28,1.609438,1,0.693147,7.348469,2.708050,30.08,8524,9.050758,0.488692,0.469472,0.882948
407,406,0.646434,64,28,1.609438,0,0.693147,7.416198,2.639057,30.07,0,0.000000,0.488692,0.469472,0.882948
408,407,0.919575,64,28,1.609438,0,0.693147,5.916080,1.386294,30.08,0,0.000000,0.488692,0.469472,0.882948
409,408,0.995434,68,19,1.308333,0,0.693147,6.164414,1.386294,30.08,0,0.000000,0.331613,0.342020,0.951057
410,409,0.721461,68,19,1.308333,0,0.693147,5.744563,1.386294,30.07,0,0.000000,0.331613,0.342020,0.951057
411,410,0.447489,68,19,1.308333,0,0.693147,8.124038,2.197225,30.08,2921,7.980024,0.331613,0.342020,0.951057
412,411,0.173516,68,19,1.308333,0,0.693147,8.774964,2.079442,30.09,21804,9.989895,0.331613,0.342020,0.951057
413,412,0.100457,68,19,1.308333,0,0.693147,8.774964,1.386294,30.04,25219,10.135393,0.331613,0.342020,0.951057
414,413,0.374429,68,19,1.308333,0,0.693147,8.774964,1.386294,30.02,8453,9.042395,0.331613,0.342020,0.951057
415,414,0.648402,68,19,1.308333,0,0.693147,8.485281,1.386294,30.03,0,0.000000,0.331613,0.342020,0.951057
416,415,0.922374,68,19,1.308333,0,0.693147,6.557439,1.386294,30.05,0,0.000000,0.331613,0.342020,0.951057
417,416,0.998473,69,31,1.667707,0,0.693147,6.480741,1.386294,30.05,0,0.000000,0.541052,0.515038,0.857167
418,417,0.723664,69,31,1.667707,0,0.693147,6.164414,1.386294,30.02,0,0.000000,0.541052,0.515038,0.857167
419,418,0.448855,69,31,1.667707,0,0.693147,5.916080,1.791759,30.04,2603,7.864804,0.541052,0.515038,0.857167
420,419,0.174046,69,31,1.667707,0,0.693147,6.082763,1.791759,30.06,20869,9.946068,0.541052,0.515038,0.857167
421,420,0.100763,69,31,1.667707,0,0.693147,6.000000,1.386294,30.00,24209,10.094521,0.541052,0.515038,0.857167
422,421,0.375573,69,31,1.667707,0,0.693147,8.602325,2.484907,29.97,5542,8.620291,0.541052,0.515038,0.857167
423,422,0.650382,69,31,1.667707,0,0.693147,8.660254,2.484907,29.98,0,0.000000,0.541052,0.515038,0.857167
424,423,0.925191,69,31,1.667707,0,0.693147,7.549834,1.386294,30.00,0,0.000000,0.541052,0.515038,0.857167
425,424,1.001531,68,29,1.774952,0,0.693147,5.744563,1.791759,30.01,0,0.000000,0.506145,0.484810,0.874620
426,425,0.725881,68,29,1.774952,0,0.693147,7.000000,1.386294,30.00,0,0.000000,0.506145,0.484810,0.874620
